MaterialID,ArtefactID,MonumentID,LocationID,Findspot,FindspotCertainty,FindspotChecked,DateFrom,DateTo,DateChecked,DateNote,Materiality,ModernHolding,HoldingData,Publication,MaterialNote,DBInclusionReason,Media
258,,258,,,,,1,50,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
259,,259,,,,,1,70,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
260,,260,,,,,14,20,,,lapis,,,,,,
261,,261,,,,,31,100,,,NA,,,,,,
262,,262,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_AE_1980_00689_1.jpg;$M_AE_1980_00689_2.jpg;pp
263,,263,,,,,1,150,,,NA,,,,,,
264,,264,,,,,51,150,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$JL_EDCS-30900100.jpg;pp
265,,265,,,,,114,117,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00002_1.jpg;$CILGM_00002_2.jpg
266,,266,,,,,9,42,,,rupes,,,,,,
267,,267,,,,,1,150,,,NA,,,,,,
268,,268,,,,,42,150,,,NA,,,,,,
269,,269,,,,,51,150,,,NA,,,,,,
270,,270,,,,,41,74,,,lapis,,,,,,
271,,271,,,,,42,57,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00089.jpg;$M_AE_1981_00699.jpg
272,,272,,,,,1,100,,,lapis,,,,,,
273,,273,,,,,46,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_ILJug-03_01963.jpg;$M_ILJug-03_01963_1.jpg
274,,274,,,,,31,70,,,rupes,,,,,,
275,,275,,,,,9,42,,,rupes,,,,,,
276,,276,,,,,1,100,,,NA,,,,,,
277,,277,,,,,51,80,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_2009_01015.jpg;pp
278,,278,,,,,102,117,,,NA,,,,,,
279,,279,,,,,1,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_01952.jpg;pp
280,,280,,,,,71,100,,,NA,,,,,,
281,,281,,,,,51,150,,,NA,,,,,,
282,,282,,,,,42,130,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_02014.jpg
283,,283,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02016.jpg;pp
284,,284,,,,,1,100,,,NA,,,,,,
285,,285,,,,,14,37,,,NA,,,,,,
286,,286,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00027.jpg;$PF_CIL_03_02019.jpg
287,,287,,,,,71,100,,,NA,,,,,,
288,,288,,,,,42,100,,,NA,,,,,,
289,,289,,,,,71,100,,,NA,,,,,,
290,,290,,,,,71,150,,,NA,,,,,,
291,,291,,,,,41,41,,,NA,,,,,,
292,,292,,,,,106,150,,,NA,,,,,,
293,,293,,,,,41,54,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02030_4.jpg;$PF_CIL_03_02030_5.jpg;$M_CIL_03_02030_1.jpg;$CIL_03_02030_4.jpg;$CIL_03_02030_1.jpg;$CIL_03_02030_2.jpg;$CIL_03_02030_3.jpg
294,,294,,,,,9,70,,,NA,,,,,,
295,,295,,,,,1,41,,,NA,,,,,,
296,,296,,,,,71,150,,,NA,,,,,,
297,,297,,,,,51,150,,,NA,,,,,,
298,,298,,,,,101,150,,,NA,,,,,,
299,,299,,,,,1,150,,,NA,,,,,,
300,,300,,,,,42,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02040.jpg;$Legio-VII_00035.jpg;pp
301,,301,,,,,42,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02041.jpg;$PF_CIL_03_02041_1.jpg
302,,302,,,,,9,100,,,NA,,,,,,
303,,303,,,,,1,150,,,NA,,,,,,
304,,304,,,,,1,150,,,NA,,,,,,
305,,305,,,,,51,150,,,NA,,,,,,
306,,306,,,,,1,150,,,NA,,,,,,
307,,307,,,,,1,150,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$MC_CIL_03_02055.jpg
308,,308,,,,,42,150,,,NA,,,,,,
309,,309,,,,,1,150,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_02057.jpg
310,,310,,,,,71,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_02062_1.jpg;$CIL_03_02062_2.jpg;$CIL_03_02062_3.jpg;pp
311,,311,,,,,41,150,,,NA,,,,,,
312,,312,,,,,101,150,,,NA,,,,,,
313,,313,,,,,9,57,,,NA,,,,,,
314,,314,,,,,16,17,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00091.jpg;$PF_CIL_03_03200.jpg;pp
315,,315,,,,,9,56,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00088.jpg;PEC0008465
316,,316,,,,,1,100,,,NA,,,,,,
317,,317,,,,,101,130,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_08716.jpg
318,,318,,,,,1,40,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00005.jpg
319,,319,,,,,71,130,,,lapis,,,,cinerarium,,
320,,320,,,,,1,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_08733.jpg
321,,321,,,,,42,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00009.jpg
322,,322,,,,,1,100,,,lapis,,,,,,
323,,323,,,,,51,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_08737.jpg;$PF_CIL_03_08737.jpg;$PF_CIL_03_08737_1.jpg
324,,324,,,,,1,100,,,NA,,,,,,
325,,325,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_08739_1.jpg;$PF_CIL_03_08739.jpg;pp
326,,326,,,,,51,150,,,NA,,,,,,
327,,327,,,,,1,150,,,NA,,,,,,
328,,328,,,,,1,150,,,NA,,,,,,
329,,329,,,,,1,150,,,NA,,,,,,
330,,330,,,,,1,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00057.jpg;$PF_CIL_03_08760.jpg
331,,331,,,,,1,100,,,NA,,,,,,
332,,332,,,,,101,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_08762.jpg;$PF_CIL_03_08762.jpg
333,,333,,,,,1,150,,,NA,,,,,,
334,,334,,,,,42,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_08764.jpg;$Legio-VII_00064.jpg;$PF_CIL_03_08764.jpg
335,,335,,,,,1,100,,,NA,,,,,,
336,,336,,,,,42,150,,,NA,,,,,,
337,,337,,,,,42,100,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0008466
338,,338,,,,,1,100,,,NA,,,,,,
339,,339,,,,,1,100,,,NA,,,,,,
340,,340,,,,,101,150,,,NA,,,,,,
341,,341,,,,,42,150,,,NA,,,,,,
342,,342,,,,,1,150,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0009039
343,,343,,,,,42,150,,,NA,,,,,,
344,,344,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_1897_00104.jpg;pp
345,,345,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00082.jpg
346,,346,,,,,1,150,,,NA,,,,,,
347,,347,,,,,1,50,,,NA,,,,,,
348,,348,,,,,42,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00078.jpg
349,,349,,,,,1,50,,,NA,,,,,,
350,,350,,,,,1,150,,,NA,,,,,,
351,,351,,,,,71,71,,,aes,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_16_00014.jpg
352,,352,,,,,94,94,,,aes,,,,,,
353,,353,,,,,101,150,,,lapis,,,,,,
354,,354,,,,,1,150,,,lapis,,,,,,
355,,355,,,,,1,50,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00056.jpg;$PF_ILJug-03_02090.jpg
356,,356,,,,,1,40,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00004.jpg
357,,357,,,,,31,70,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00038.jpg
358,,358,,,,,42,70,,,NA,,,,,,NA
359,,359,,,,,51,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_ILJug-03_02097.jpg;$PF_ILJug-03_02097_1.jpg;$PF_AE_1914_00075_1.jpg
360,,360,,,,,51,150,,,lapis,,,,,,NA
361,,361,,,,,51,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00050.jpg
362,,362,,,,,42,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Salone-01_00004.jpg;$Legio-VII_00070.jpg
363,,363,,,,,42,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Salone-01_00005.jpg;$Legio-VII_00051.jpg
364,,364,,,,,31,70,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1996_01215.jpg;pp
365,,365,,,,,42,57,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00041.jpg;$PF_AE_1991_01291.jpg
366,,366,,,,,9,42,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00059.jpg
367,,367,,,,,117,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_2006_01013.jpg;$M_AE_2006_01013.jpg;$M_AE_2006_01013_1.jpg;$M_AE_2006_01013_2.jpg;$M_AE_2006_01013_3.jpg
368,,368,,,,,31,70,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ZPE-222-279_1.jpg;$ZPE-222-279_2.jpg
369,,369,,,,,42,69,,,lapis,,,,,,
370,,370,,,,,37,41,,,lapis,,,,,,
371,,371,,,,,1,100,,,NA,,,,,,
372,,372,,,,,71,130,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
373,,373,,,,,31,70,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00043.jpg
374,,374,,,,,1,100,,,lapis,,,,,,
375,,375,,,,,71,100,,,lapis,,,,,,
376,,376,,,,,101,130,,,lapis,,,,,,
377,,377,,,,,1,50,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00014.jpg;$PF_ILJug-03_01949.jpg
378,,378,,,,,1,40,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00020.jpg;$CLE_01876_1.jpg;$CLE_01876_2.jpg;pp
379,,379,,,,,51,70,,,lapis,,,,,,
380,,380,,,,,31,70,,,lapis,,,,,,
381,,381,,,,,1,150,,,lapis,,,,,,
382,,382,,,,,1,40,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00006.jpg
383,,383,,,,,1,42,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00042.jpg;$AE_1995_01232_1.jpg;$AE_1995_01232_2.jpg
384,,384,,,,,101,150,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00067.jpg
385,,385,,,,,9,56,,,NA,,,,,,
386,,386,,,,,1,150,,,NA,,,,,,
387,,387,,,,,42,69,,,lapis,,,,,,
388,,388,,,,,40,41,,,rupes,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_09864a.jpg;$CIL_03_09864a_1.jpg
389,,389,,,,,42,60,,,lapis,,,,,,
390,,390,,,,,9,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00065.jpg;$PF_CIL_03_09712.jpg
391,,391,,,,,42,100,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00040.jpg;$Dodig-01_00004_1.jpg;$Dodig-01_00004_2.jpg
392,,392,,,,,14,54,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
393,,393,,,,,51,150,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
394,,394,,,,,31,70,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_01812.jpg;pp
395,,395,,,,,1,40,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00016.jpg;pp
396,,396,,,,,1,50,,,lapis,,,,,,
397,,397,,,,,1,50,,,lapis,,,,,,
398,,398,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
399,,399,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$D_02597.jpg
400,,400,,,,,1,100,,,lapis,,,,,,
401,,401,,,,,1,100,,,lapis,,,,,,
402,,402,,,,,1,100,,,lapis,,,,,,
403,,403,,,,,71,130,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_ILJug-02_00653.jpg;pp
404,,404,,,,,1,150,,,lapis,,,,,,
405,,405,,,,,70,86,,,opus figlinae,,,,,,
406,,406,,,,,1,100,,,lapis,,,,,,
407,,407,,,,,1,40,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00001.jpg
408,,408,,,,,-27,-25,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
409,,409,,,,,18,19,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_02908.jpg;pp
410,,410,,,,,1,150,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$JL_EDCS-28400161.jpg;$M_CIL_03_02910.jpg;pp
411,,411,,,,,1,50,,,NA,,,,,,
412,,412,,,,,1,150,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
413,,413,,,,,1,100,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_02913_1.jpg;$M_CIL_03_02913_2.jpg;$Legio-VII_00007.jpg;pp
414,,414,,,,,1,40,,,NA,,,,,,
415,,415,,,,,-30,9,,,NA,,,,,,
416,,416,,,,,1,150,,,NA,,,,,,
417,,417,,,,,102,130,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_02917.jpg;$D_02647.jpg;$M_CIL_03_02917_1.jpg;$M_CIL_03_02917_2.jpg;$M_CIL_03_02917_3.jpg;$M_CIL_03_02917_4.jpg;pp
418,,418,,,,,31,100,,,NA,,,,,,
419,,419,,,,,1,100,,,NA,,,,,,
420,,420,,,,,1,50,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_AE_1961_00303.jpg;pp
421,,421,,,,,1,150,,,NA,,,,,,
422,,422,,,,,1,50,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
423,,423,,,,,71,79,,,lapis,,,,,,
424,,424,,,,,14,50,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_Lupa_23286_1.jpg;$M_Lupa_23286_2.jpg;pp
425,,425,,,,,,,,,opus figlinae,,,,,,
426,,426,,,,,,,,,opus figlinae,,,,,,
427,,427,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00076.jpg
428,,428,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00100.jpg
429,,429,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00101.jpg
430,,430,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00102.jpg
431,,431,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00103.jpg
432,,432,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00104.jpg
433,,433,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00105.jpg
434,,434,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00106.jpg
435,,435,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$REMCacak_00002_1.jpg;$REMCacak_00002_2.jpg
436,,436,,,,,,,,,NA,,,,,,
437,,437,,,,,,,,,NA,,,,,,
438,,438,,,,,,,,,lapis,,,,,,
439,,439,,,,,,,,,lapis,,,,,,
440,,440,,,,,,,,,NA,,,,,,
441,,441,,,,,,,,,NA,,,,,,
442,,442,,,,,,,,,NA,,,,,,
443,,443,,,,,,,,,NA,,,,,,
444,,444,,,,,,,,,NA,,,,,,
445,,445,,,,,,,,,NA,,,,,,
446,,446,,,,,,,,,NA,,,,,,
447,,447,,,,,,,,,NA,,,,,,
448,,448,,,,,,,,,NA,,,,,,
449,,449,,,,,,,,,NA,,,,,,
450,,450,,,,,,,,,NA,,,,,,
451,,451,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$REMCacak_00007.jpg
452,,452,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$REMCacak_00009.jpg
453,,453,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$REMCacak_00011.jpg
454,,454,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$REMCacak_00018.jpg
455,,455,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$REMCacak_00044.jpg
456,,456,,,,,,,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ZPE-207-279.jpg
457,,457,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00111.jpg
458,,458,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00113.jpg
459,,459,,,,,,,,,lapis,,,,,,
460,,460,,,,,,,,,NA,,,,,,
461,,461,,,,,,,,,NA,,,,,,
462,,462,,,,,,,,,NA,,,,,,
463,,463,,,,,,,,,NA,,,,,,
464,,464,,,,,,,,,gemma,,,,,,
465,,465,,,,,,,,,gemma,,,,,,
466,,466,,,,,,,,,aes,,,,,,
467,,467,,,,,,,,,plumbum,,,,,,
468,,468,,,,,,,,,opus figlinae,,,,,,
469,,469,,,,,,,,,opus figlinae,,,,,,
470,,470,,,,,,,,,NA,,,,,,
471,,471,,,,,,,,,NA,,,,,,
472,,472,,,,,,,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_FRMEC-106.jpg;$M_FRMEC-106.jpg;pp
473,,473,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00112.jpg
474,,474,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00114.jpg
475,,475,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00115.jpg
476,,476,,,,,,,,,opus figlinae,,,,,,
477,,477,,,,,,,,,opus figlinae,,,,,,
478,,478,,,,,,,,,opus figlinae,,,,,,
479,,479,,,,,,,,,gemma,,,,,,
480,,480,,,,,,,,,opus figlinae,,,,,,
481,,481,,,,,,,,,NA,,,,,,
482,,482,,,,,,,,,NA,,,,,,
483,,483,,,,,,,,,opus figlinae,,,,,,
484,,484,,,,,,,,,lapis,,,,,,
485,,485,,,,,,,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
486,,486,,,,,,,,,NA,,,,,,
487,,487,,,,,,,,,NA,,,,,,
488,,488,,,,,,,,,NA,,,,,,
489,,489,,,,,,,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
490,,490,,,,,,,,,lapis,,,,"cf. CIL 03, 02832",,
491,,491,,,,,,,,,NA,,,,,,
492,,492,,,,,,,,,gemma,,,,,,
493,,493,,,,,,,,,gemma,,,,,,
494,,494,,,,,,,,,opus figlinae,,,,,,
495,,495,,,,,,,,,opus figlinae,,,,,,
496,,496,,,,,,,,,opus figlinae,,,,,,
497,,497,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$FRMEC-100.jpg
498,,498,,,,,,,,,NA,,,,,,
499,,499,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
500,,500,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
501,,501,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
502,,502,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00081.jpg
503,,503,,,,,,,,,NA,,,,,,
504,,504,,,,,,,,,opus figlinae,,,,,,
505,,505,,,,,,,,,NA,,,,,,
506,,506,,,,,,,,,NA,,,,,,
507,,507,,,,,,,,,NA,,,,,,
508,,508,,,,,,,,,NA,,,,,,
509,,509,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00107.jpg
510,,510,,,,,,,,,lapis,,,,,,
511,,511,,,,,,,,,NA,,,,,,
512,,512,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
513,,513,,,,,,,,,NA,,,,,,
514,,514,,,,,,,,,opus figlinae,,,,,,
515,,515,,,,,,,,,NA,,,,,,
516,,516,,,,,,,,,NA,,,,,,
517,,517,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00108.jpg
518,,518,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00109.jpg
519,,519,,,,,,,,,opus figlinae,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00110.jpg
520,,520,,,,,,,,,NA,,,,,,
521,,521,,,,,,,,,opus figlinae,,,,,,
522,,522,,,,,,,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_ILJug-03_02095_1.jpg;$PF_ILJug-03_02095.jpg;$PF_ILJug-03_02095_1.jpg
523,,523,,,,,,,,,NA,,,,,,
524,,524,,,,,,,,,NA,,,,,,
525,,525,,,,,,,,,NA,,,,,,
526,,526,,,,,,,,,NA,,,,,,
527,,527,,,,,,,,,NA,,,,,,
528,,528,,,,,,,,,NA,,,,,,
529,,529,,,,,,,,,NA,,,,,,
530,,530,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00086.jpg
531,,531,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
532,,532,,,,,,,,,lapis,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_Lupa_24662.jpg;$Lupa_24662_2.jpg;pp
533,,533,,,,,,,,,opus figlinae,,,,,,
534,,534,,,,,,,,,opus figlinae,,,,,,
535,,535,,,,,,,,,opus figlinae,,,,,,
536,,536,,,,,,,,,opus figlinae,,,,,,
537,,537,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
538,,538,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
539,,539,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
540,,540,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
541,,541,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
542,,542,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
543,,543,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
544,,544,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
545,,545,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
546,,546,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
547,,547,,,,,,,,,NA,,,,,,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_Lupa_23279_1.jpg;$M_Lupa_23279_2.jpg;$M_Lupa_23279_3.jpg;pp
